COURSE COD,COURSE TITLE,CREDITS,SLOT,EMPLOYEE NAME
BECE101P,Basic Electronics Lab,1,L23+L24,RAJESHKUMAR V
BECE101P,Basic Electronics Lab,1,L29+L30,RAJESHKUMAR V
BECE101P,Basic Electronics Lab,1,L31+L32,VELMURUGAN T
BECE101P,Basic Electronics Lab,1,L51+L52,VELMURUGAN T
BECE101P,Basic Electronics Lab,1,L7+L8,SHANKAR T
BECE101P,Basic Electronics Lab,1,L15+L16,SHANKAR T
BECE101P,Basic Electronics Lab,1,L9+L10,KAVITHA K.V.N.
BECE101P,Basic Electronics Lab,1,L25+L26,KAVITHA K.V.N.
BECE101P,Basic Electronics Lab,1,L41+L42,SIVACOUMAR R
BECE101P,Basic Electronics Lab,1,L51+L52,SIVACOUMAR R
BECE101P,Basic Electronics Lab,1,L35+L36,SAKTHIVEL R
BECE101P,Basic Electronics Lab,1,L51+L52,SAKTHIVEL R
BECE101P,Basic Electronics Lab,1,L35+L36,CHRISTOPHER CLEMENT J
BECE101P,Basic Electronics Lab,1,L43+L44,CHRISTOPHER CLEMENT J
BECE101P,Basic Electronics Lab,1,L1+L2,MALAYA KUMAR HOTA
BECE101P,Basic Electronics Lab,1,L27+L28,MALAYA KUMAR HOTA
BECE101P,Basic Electronics Lab,1,L35+L36,NOOR MOHAMMED V
BECE101P,Basic Electronics Lab,1,L43+L44,NOOR MOHAMMED V
BECE101P,Basic Electronics Lab,1,L51+L52,ILAVARASAN T
BECE101P,Basic Electronics Lab,1,L57+L58,ILAVARASAN T
BECE101P,Basic Electronics Lab,1,L33+L34,VINOTH BABU K
BECE101P,Basic Electronics Lab,1,L53+L54,VINOTH BABU K
